video_id,title,description,conspirative
9lGq5TxhTic,Debate over Edmonton district plan continues,"Following three-day public hearings on Edmonton district planning, city council extends debate until June 25th. Hiba Kamal-Choufi has more.",False
CDsW_nmTTCc,15 Minute Cities - Is Feudalism Returning Near You?,"15 Minute city trials are springing up all over the world. Is this a logical move to improve quality of life, or a slip back to the days of Feudalism and serfdom?",True
4JnsozYP558,cleveland 2 become first 15 minute city,,False
PUc1YBEIUWo,Portugal : Lisbon 1 Minute City Guide #travel,"https://www.youtube.com/@1MinTravelGuide?sub_confirmation=1 Lisbon, Portugal's coastal gem, is a blend of history and charm. Here are the top six things to do #travelinspiration , #travelguide , #1MinuteAdventures .

Link to us at the following socials:-
Instagram: https://www.instagram.com/1mintravelguide/
TikTok: https://www.tiktok.com/@1mintravelguide
Facebook: https://www.facebook.com/profile.php?id=61552562527133
X: https://twitter.com/1MinTravGuide",False
qWkLAU3gs90,AI Masters of the 15-Minute World: Utopia or Dystopia?,"The idea of living just a short walk away from work, schools, and daily necessities promises to transform the way we live. But what if this vision of the future were controlled by a select few, wielding the power of AI to govern our every move?Imagine a world where AI masters dictate when and where humanity can travel within a designated area for just 15 minutes at a time. It's a notion that sparks both curiosity and concern. Is it the utopian ideal of efficient living, or does it plunge us into a dystopian nightmare of surveillance and control?In this thought-provoking exploration, we delve into the possibilities and consequences of AI-controlled 15-minute cities. Are we heading towards a future where individual freedoms are curtailed, or can we strike a balance between technological advancement and personal liberty.Will the 15-minute city be a visionary reality or a cautionary tale? The answer lies at the intersection of technology, ethics, and human ambition.",True
qwTiL_qGEd4,1 Minute City: Dubai,"Experience the dazzling city of Dubai like never before in this captivating video. From the iconic Burj Khalifa to the man-made island of Palm Jumeirah, see the awe-inspiring architecture and engineering feats that make Dubai one of the most impressive cities in the world. Explore the city's luxurious shopping, dining, and entertainment experiences that cater to every taste and budget. Discover the vibrant multicultural community of over 200 nationalities that call Dubai home and see how the city celebrates its rich cultural heritage. Finally, witness the warm hospitality of the locals that make Dubai a welcoming destination for all. This video is a visual journey that captures the essence of Dubai and why it is truly the best city in the world. #Dubai #DubaiTravel #VisitDubai #DubaiTourism #DubaiMustSee #UAE #MyDubai #VacationDubai #DubaiVacation #DubaiAdventure",False
B6bbKhl5hOQ,15-minute Parking Fines Go into Effect on June 17｜ 20220617 PTS English News公視英語新聞,"In 2019, Taipei City established 15-minute parking spaces around schools and government offices. Starting Friday, people that park in these spaces for over 15 minutes will be fined.

為了方便外送員，和民眾短暫洽公等需求，台北市府2019年，在學校、政府機關周遭，規劃「限停15分鐘」機車格，卻出現有民眾久占的情形，因此今天開始，市府將針對逾時停車開罰。

- 
詳細新聞內容請見【公視新聞網】https://news.pts.org.tw/article/586115

- 
由台灣公共電視新聞部製播，提供每日正確、即時的新聞內容及多元觀點。 

Read more PTS news：https://news.pts.org.tw/news/english 
👍 Like【FB】https://www.facebook.com/pnnpts 
🔔 Subscribe【IG】https://www.instagram.com/pts.news/ 
👀 Follow【TG】https://t.me/PTS_TW_NEWS 

👂 Listen【Podcast】 
Apple：https://reurl.cc/Wk9gpy 
Spotify：https://reurl.cc/AKZl1e
Google：https://reurl.cc/e6Yo8L 
SoundOn：https://reurl.cc/LpGo1y
 —— 
#即時新聞 #EnglishNews #PNN #PTSNews
#公視新聞 #即時新聞",False
Z9-uyH7HFm8,all for a smart city/ 15 minute city,,True
HapOeak5RXg,Across London & UK lots are challenging ULEZ LTNs 15 min cities & having an impact,"Across London & UK lots people are challenging ULEZ LTNs 15 min cities & having an impact

ULEZ undemocratic unjustified and Mayor of London ignoring majority telling him the damage this will do

Keep making voices heard locally, win people over, get them involved",False
pxXGtC8hpwk,MITIGATING RISKS AGAINST ASCOPE AND PMESSII OPS IN 15 MINUTE CITIES,"MITIGATING RISKS AGAINST ASCOPE AND PMESSII OPS IN 15 MINUTE CITIES; ""You can't leave a 15-minute city whenever you please ... The city walls or restrictions or zones or whatever you want to call them won't be used to keep others out, they'll be used to lock everyone in""... Comment:

In the context of the ""15-minute city"" regeneration projects, the use of intelligence frameworks like ASCOPE and PMESII introduces both immense potential and potential risks. These frameworks, traditionally employed in military and intelligence contexts, are now finding relevance in urban planning and security. As governments and intelligence agencies seek to understand the operational environment and gather critical information, it becomes crucial to assess how such knowledge can be misused and pose serious threats to the 15 Minute City concept.

Imagine the intricate web of a 15 Minute City, where every service, infrastructure, and organization is interconnected to provide residents with accessible and sustainable urban living. While this vision is undoubtedly transformative, it opens the door to malevolent actors seeking to exploit vulnerabilities and compromise the city's integrity. Espionage by enemy nations, terrorist groups, or unethical entities could easily leverage ASCOPE and PMESII to identify crucial weak points, leading to the disruption and sabotage of critical services within the city.

The consequences of such compromises are dire and extend beyond just inconvenience. The fabric of society, transportation, healthcare, utilities, and information networks could be targeted, creating a domino effect of chaos and instability. Our dream of a harmonious 15 Minute City could turn into a nightmare if not adequately safeguarded against these emerging threats.

To preserve the integrity and vision of the 15 Minute City, proactive measures must be taken to mitigate the risks associated with ASCOPE and PMESII operations. Comprehensive risk assessments become paramount in identifying potential vulnerabilities unique to this urban context. This analysis should encompass not only physical aspects but also the ever-evolving cyber realm, where protecting critical digital infrastructure is of utmost importance.

Robust cybersecurity measures must be established, incorporating advanced encryption, intrusion detection systems, and regular security audits. These digital fortifications form the front line in safeguarding against cyberattacks that could cripple essential systems within the city.

Enhanced surveillance and intelligence gathering capabilities are indispensable tools in detecting and deterring suspicious activities. Utilizing advanced technologies such as video monitoring, biometrics, and data analytics can provide invaluable insights into potential threats within the city. Collaboration with intelligence agencies is crucial, as exchanging information can ensure real-time updates and vigilance against emerging risks.

Public awareness and education are equally vital in creating a resilient 15 Minute City. Instilling a culture of awareness among citizens and key stakeholders can encourage reporting of suspicious activities, thus forming a collective defense against potential threats. Implementing training programs and promoting responsible digital practices can minimize vulnerabilities and foster a united front against any malicious intent.

Moreover, addressing the complexity of the 15 Minute City requires a multidisciplinary approach. Government agencies, private sector entities, and research institutions must join forces to tackle security challenges collectively. Information sharing, conducting joint exercises, and leveraging diverse expertise can lead to the development of comprehensive security strategies, reinforcing the city's resilience against potential threats.

In conclusion, the realization of the 15 Minute City is a vision worth pursuing, offering the promise of sustainable and livable urban environments for all. However, we must confront the reality of potential risks posed by ASCOPE and PMESII operations. By embracing a proactive and multidimensional approach, we can ensure the safety and longevity of the 15 Minute City concept. Let us work together to preserve the vision of the World Economic Forum and create a future where accessible and efficient urban living flourishes, resilient against any adversary seeking to exploit vulnerabilities for their own gain.",False
JJdrcff7gSU,15 minute city coming,,True
Vd2RawW6HAE,Producing goods and some future city planning! 15-Minute City 11 | Cities Skylines,"🛣️Watch the next episode: https://youtu.be/4eqpfhEUdUc
💗Consider Subscribing: https://bit.ly/3JG6MI1
💬Let's Chat on Discord: https://discord.gg/DXX23tnqq6
🏙️Come build a city with me LIVE: https://bit.ly/3prEXwb

Hey everyone it's Joy! Join me as I use the concept of a 15-Minute City as a framework for building the city of Mordalgo in Cities Skylines! 

🗺️Map: Huahine by E6GSY https://steamcommunity.com/sharedfiles/filedetails/?id=2264655464
Mods and assets: https://steamcommunity.com/sharedfiles/filedetails/?id=2749513965
🎶Music from Epidemic Sound

🎧Like what you hear? Check out Epidemic Sound https://share.epidemicsound.com/ckgf3j 
If you use my link you get a free 30 day trail, if you like the service and stay I get 1 month free too!

A special thanks to @LarrySkylines  for making so many amazing assets for this series. 
Larry's workshop: https://steamcommunity.com/profiles/76561199054179954/myworkshopfiles/?appid=255710

 #citiesskylines #joybuildscities #walkablecity",False
sB6W0s-LMxA,A Nightmare,"These 15-minute ""smart"" cities only have one purpose and are not environmental protection. It's their ""sustainable"" way to restrict, fine, punish and surveil all of us.

Connect on:
Instagram: https://www.instagram.com/globalestatepropertyguy/
Twitter: https://twitter.com/themcclonebrot1
LinkedIn: https://www.linkedin.com/in/themcclonebrothers/
www.mbglobalestategroup.com
*MASTER YOUR MINDSET AND UNLOCK YOUR LIFE""
@MBINVESTING  
#smartcity #society  #housing  #shorts  #youtubeshorts #future #algore #shortsvideoviral #shortsvideo",True
al-abgQ4Pb0,An American Example of 15 minute cities,"Please like and subscribe and if you like what I do, buy me a beer or two https://www.paypal.me/MrScottWebb
My facebook https://www.facebook.com/Scott.Webb123/
https://odysee.com/@ThatGuyScottWebb:c
https://www.bitchute.com/channel/Bcr8iVC8xL9T/
https://www.facebook.com/reel/1299540074052329
https://culdesac.com/",True
u33HUvTUI0s,Let's visit the Xian City in minute. #city#Beautiful scenes#Historical #china #Natural#Hardwork#fun,,False
jM4AGnJW2_M,15 Minute Cities & Climate LOCKDOWNS are Coming!,"please copy and paste any titles into youtube  search to find source links of  videos ,  cheers,maranath
sleepy church red pill (please share this Spirit led, simple, eye opener)
https://drive.google.com/file/d/1QYPgzr4YA-A6jXNnGelX7wjpyMIOJnFw/view?usp=sharing
https://jesus-is-savior.com/Bible/1611_authorized_king_james.htm
rapture timelines/differences in scripture https://docs.google.com/spreadsheets/d/158HWYp1jePMRHkJkvR56b6vAgCh9D3Ub/edit#gid=1225273896
view the planets software free https://stellarium.org/
https://biblesnet.com/Strongs-Exhaustive-Concordance.pdf

Be sober, ready and watching. For the time IS at hand!
calendar feasts apps pc https://www.worldslastchance.com/wlc-free-apps.html

Video, How to setup ""a Scheduled contact list mass email""; https://screenrec.com/share/dAo4IMHj1V
I pray for us ALL and our families that We have our houses in Order and are ready to go! I truly love you all Brothers and sisters
why? how? short version https://www.ministryrevealed.com/Public/Frontend/img/notes/pdf/why.pdf

https://www.ministryrevealed.com/Public/Frontend/img/notes/pdf/Final-21-Years-End-Time-Prophecies-to-Timeline-with-links-to-scriptures.pdf
Playlist - recommended
https://www.youtube.com/watch?v=yXVqy...
Bible Program used: https://www.e-sword.net/
blue letter bible https://www.blueletterbible.org/
jewish calendar
https://www.hebcal.com/hebcal?v=1&maj=on&min=on&nx=on&mf=on&ss=on&mod=on&o=on&s=on&i=on&year=2022&yt=G&lg=s&d=on&c=off&geo=geoname&geonameid=&b=18&M=on

all study notes charts etc https://www.ministryrevealed.com/our-notes

beginners play list to unlock the gospels. wonderful and finally no more confusion ever again , no church , just pure living water done in esword explainer for you . https://youtube.com/playlist?list=PLE6_5DWCD3htI3KzFkpHiSPYSNEQ-hIxF

https://www.ministryrevealed.com/our-video
https://docs.google.com/spreadsheets/d/1H-VZR7lnlMr74rIiPvCnzneRjI8Y5JXK/edit?usp=sharing&ouid=105465630614842420088&rtpof=true&sd=true",True
